0, 5000000000
16384, 5000000000
32768, 5000000000
49152, 5000000000
65536, 5000000000
81920, 5000000000
98304, 5000000000
114688, 5000000000
131072, 5000000000
147456, 5000000000
163840, 5000000000
180224, 5000000000
196608, 5000000000
212992, 2500000000
229376, 2500000000
245760, 2500000000
262144, 2500000000
278528, 2500000000
294912, 2500000000
311296, 2500000000
327680, 2500000000
344064, 2500000000
360448, 2500000000
376832, 2500000000
393216, 2500000000
409600, 2500000000
425984, 1250000000
442368, 1250000000
458752, 1250000000
475136, 1250000000
491520, 1250000000
507904, 1250000000
524288, 1250000000
540672, 1250000000
557056, 1250000000
573440, 1250000000
589824, 1250000000
606208, 1250000000
622592, 1250000000
638976, 625000000
655360, 625000000
671744, 625000000
688128, 625000000
704512, 625000000
720896, 625000000
737280, 625000000
753664, 625000000
770048, 625000000
786432, 625000000
802816, 625000000
819200, 625000000
835584, 625000000
851968, 312500000
868352, 312500000
884736, 312500000
901120, 312500000
917504, 312500000
933888, 312500000
950272, 312500000
966656, 312500000
983040, 312500000
999424, 312500000
1015808, 312500000
1032192, 312500000
1048576, 312500000
1064960, 156250000
1081344, 156250000
1097728, 156250000
1114112, 156250000
1130496, 156250000
1146880, 156250000
1163264, 156250000
1179648, 156250000
1196032, 156250000
1212416, 156250000
1228800, 156250000
1245184, 156250000
1261568, 78125000
1277952, 78125000
1294336, 78125000
1310720, 78125000
1327104, 78125000
1343488, 78125000
1359872, 78125000
1376256, 78125000
1392640, 78125000
1409024, 78125000
1425408, 78125000
1441792, 78125000
1458176, 78125000
1474560, 39062500
1490944, 39062500
1507328, 39062500
1523712, 39062500
1540096, 39062500
1556480, 39062500
1572864, 39062500
1589248, 39062500
1605632, 39062500
1622016, 39062500
1638400, 39062500
1654784, 39062500
1671168, 39062500
1687552, 19531250
1703936, 19531250
1720320, 19531250
1736704, 19531250
1753088, 19531250
1769472, 19531250
1785856, 19531250
1802240, 19531250
1818624, 19531250
1835008, 19531250
1851392, 19531250
1867776, 19531250
1884160, 19531250
1900544, 9765625
1916928, 9765625
1933312, 9765625
1949696, 9765625
1966080, 9765625
1982464, 9765625
1998848, 9765625
2015232, 9765625
2031616, 9765625
2048000, 9765625
2064384, 9765625
2080768, 9765625
2097152, 9765625
2113536, 4882812
2129920, 4882812
2146304, 4882812
2162688, 4882812
2179072, 4882812
2195456, 4882812
2211840, 4882812
2228224, 4882812
2244608, 4882812
2260992, 4882812
2277376, 4882812
2293760, 4882812
2310144, 2441406
2326528, 2441406
2342912, 2441406
2359296, 2441406
2375680, 2441406
2392064, 2441406
2408448, 2441406
2424832, 2441406
2441216, 2441406
2457600, 2441406
2473984, 2441406
2490368, 2441406
2506752, 2441406
2523136, 1220703
2539520, 1220703
2555904, 1220703
2572288, 1220703
2588672, 1220703
2605056, 1220703
2621440, 1220703
2637824, 1220703
2654208, 1220703
2670592, 1220703
2686976, 1220703
2703360, 1220703
2719744, 1220703
2736128, 610351
2752512, 610351
2768896, 610351
2785280, 610351
2801664, 610351
2818048, 610351
2834432, 610351
2850816, 610351
2867200, 610351
2883584, 610351
2899968, 610351
2916352, 610351
2932736, 610351
2949120, 305175
2965504, 305175
2981888, 305175
2998272, 305175
3014656, 305175
3031040, 305175
3047424, 305175
3063808, 305175
3080192, 305175
3096576, 305175
3112960, 305175
3129344, 305175
3145728, 305175
3162112, 152587
3178496, 152587
3194880, 152587
3211264, 152587
3227648, 152587
3244032, 152587
3260416, 152587
3276800, 152587
3293184, 152587
3309568, 152587
3325952, 152587
3342336, 152587
3358720, 152587
3375104, 76293
3391488, 76293
3407872, 76293
3424256, 76293
3440640, 76293
3457024, 76293
3473408, 76293
3489792, 76293
3506176, 76293
3522560, 76293
3538944, 76293
3555328, 76293
3571712, 38146
3588096, 38146
3604480, 38146
3620864, 38146
3637248, 38146
3653632, 38146
3670016, 38146
3686400, 38146
3702784, 38146
3719168, 38146
3735552, 38146
3751936, 38146
3768320, 38146
3784704, 19073
3801088, 19073
3817472, 19073
3833856, 19073
3850240, 19073
3866624, 19073
3883008, 19073
3899392, 19073
3915776, 19073
3932160, 19073
3948544, 19073
3964928, 19073
3981312, 19073
3997696, 9536
4014080, 9536
4030464, 9536
4046848, 9536
4063232, 9536
4079616, 9536
4096000, 9536
4112384, 9536
